name,comment,star
ThẢO Vy,"Vừa mua máy này hôm qua thôi nhưng mình có một số nhận xét đơn giản và quan trọng là THẬT về máy A50 này nhé. Thứ nhất là vân tay, cá nhân mình thấy chưa nhạy lắm mà đa phần thì nhận diện khuôn mặt sẽ có tốc độ nhanh hơn, nhạy và ổn hơn. Thứ hai là cảm ứng, mình có thấy một vài trường hợp bấm chữ cái bị dính và 'quá nhạy', nhưng sau khi mình tìm cách khắc phục bằng cách thay đổi kích thước bàn phím để nó to hơn thì việc nhấn chữ bị dính cũng giảm đi thấy rõ. Còn vấn đề về pin kh trâu so với con số 4000mAh thì mình công nhận. Thực ra mình cũng có cố tắt đi nhwngx ứng dụng chạy nền, v.v... nhưng pin vẫn tụt. Mình khá hy vọng về con số 4000 vì mình là người thường xuyên dùng đt với tần suất dày, chỉ đơn giản là những tác vụ thường như fb, zl, insta... và kh chơi game, nên hơi thất vọng. Vấn đề camera, mình cảm thấy đều ổn. Về lâu dài mình vẫn kh biết liệu rằng A50 có thật sự là ổn kh nên mình sẽ không nói. Nhưng với tầm giá này và một thương hiệu lớn như Samsung thì cũng ổn rồi.",4
Le Tuan,"Sản phẩm dùng tương đối tốt, tuy nhiên cảm ứng hay bị loạn, ko rõ vì các bản cập nhật phần mềm hay do phần cứng của máy nhưng rất khó chịu mặt dù chỉ thỉnh thoảng xảy ra.",4
Nam,"Sp tôi vừa mua cho vợ sd được 15 ngày ,tác vụ cơ bản xài ổn định,lướt web,fb máy chạy vù vù ,pin trâu,máy đẹp,mỗi tội camera chụp đêm không tốt lắm,sp chấp nhận đc trong tầm giá.",4
Dai,chơi game may bị do đứng màn hình khó chịu quá cần nhà sx khắc phục gấp,4
Chung,Dùng quá chán. Lỗi chàng chịt mua rồi phải chịu. Cảm ứng đơ liên tục chưa có con nào chán như con này.,1
BÍCh NgỌC,Pin khá ok. Camera chụp hình và quay phim trong nhà hoặc thiếu sáng một tí là xấu cực. Có khá nhiều hột và không rõ nét khuôn mặt cũng như không gian xung quanh. Kiểu như camera của những máy 2-3tr. Vân tay ẩn không nhạy. Quét vân tay khá lâu và toàn không khớp mặc dù đã lau tay rất sạch để đúng vị trí mà vẫn sai mk....,2
VÕ ThỊ Dung,Tệ Khuyên mọi người không nên mua máy mua về lỗi hết chỗ này sang chỗ nọ thi thoàng máy lại đơ bật máy tắt máy rất chậm pin tụt nhanh kinh khủng chỉ được qcao là giỏi máy nóng(nghe diện thoại khoảng 20p là nóng rồi) sạc pin thì lại càng nóng như lửa đưa ra tiệm sửa thì nó bảo là lỗi phần mềm nhưng đây lại nóng ở cái cắm sạc cơ mà (không hiểu tgdd làm ăn kiểu gì) bàn phím không nhạy ấn chữ này ra chữ kia nhân viên tư vấn không hề nhiệt tình lại còn thái độ nói chung máy rất rất tệ khuyên các bạn hãy cân nhắc kĩ trước khi mua hàng rồi kẻo hối hận,1
TÚ,Mới mua đc 2 ngày. Nhưng sao kết nối mạng 4G mà cứ hiện chữ E hoài. Khởi động máy lại thì lên 4G. Đc thời gian lại hiện chữ E. Mỗi khi bị chữ E là không lên lại 4G đc. Phải khởi động máy lại xài rất là bực. Đem ra tgdđ kiểm tra thì nói là chưa có căn cứ để đổi máy nói có thể do sim. Nhưng sim này đã sài lâu rồi. Đem qua máy khác thì ko bị tình trạng như vậy,1
Th HiẾU,"Máy sử dụg tốt, pin trâu, đẹp vân tay dưới màn hìh ko nhạy lắm, để nhạy thì cần cài đặt thêm vân tay cùng một ngón tay sẽ nhạy. Ai cần một máy đẹp để giải trí sử dụg bị thuong nen mua, còn để chơi game, mún độ bền..thì k nên do chip máy nay đa nhiem tốt nhưg game k tốt vs lại viền nhựa dễ trầy bể",3
QuỲNh Anh,"Màn hình hiển thị tốt, camera bình thường trong tầm giá, có chế độ sạc nhanh nhưng rất mau hết pin. Một ngày sạc đến 2-3 lần chủ chỉ xem Youtube, lướt SNS nhẹ nhàng. Nói chung thật sự RẤT HAO PIN",3
LMK,"Máy sài tố, pin dùng lâu, chiến game ko lag, vân tay cập nhật lại thì ko còn chậm, có cái camera hơi mờ ko rõ nhưng vs giá tầm này là ok",5
NgÔ TẤN PhÚ,Tôi sài rất ổn.. pin củng tạm.. nhưng pupg củng hơi giật nhẹ.. nói chung giá tầm trung v là tốt rồi..,5
QuyẾT,Mơi mua đươc 1 ngày trước mắt điện thoại dùng được.Vân tay tạm ổn ... pin hao vãi... Bắt song wifi kém ! Dùng thêm đaz,4
Phan Thuc Dinh,quá chán. chế độ bảo vệ cảm ứng màn hình không có tác dụng. để trong túi quần toàn tự sáng màn hình nhiều khi không để ý nóng cả máy. một số chức năng không tông minh vd : xóa nhật ký cộc gọi,1
Nam,"Ôi, vân tay thật khủng khiếp, chưa bao giờ thành công mở khoá bằng vân tay. Tưởng lỗi, nhưng lên xem review ai cũng bị thế. Còn lại rất tốt.",4
VÂN TrẦN,"Pin ok, cấu hình đep, tuy nhiên khi lên fb hay xem video chưa được 15 phút thì máy bị lag và lâu lâu cũng đứng máy và thoát ra ngoài",3
TrƯờNg,"Bắt sóng wifi, 3g mạnh, loa ngoài nghe to rõ. Choi game liên quân cấu hình cao khá mượt. Thích nhất là các em nhân viên phục vụ tận tình chu đáo ở cầu đôi, đức hòa, long an.",5
NguyỄN VĂN CỬ,"Máy nhanh hết pin quá ko 4g ,8h nghe gọi khoảng 20p hết 20%pin thiết kế phim tăng giảm vol hay bị bấm nhầm",2
ThÁI,"Máy tạm ổn,chơi game hay bị đứng, bung ra ngoài, hay đơ loạn lung tung, thấy không được rồi chất lượng quá kém,,chốt lại chê mỗi cảm ứng hay loạn thường xuyên,",3
PhẠM LÊ An,"Nhìn chung thì máy khá tốt. Cảm biến vân tay theo như cảm nhận của em thì nó nó k tệ như mọi người nhận xét, nó khá nhạy. Pin sử dụng được 1 ngày. Camera trước đúng là có hơi ám vàng, Cam sau thì tuyệt. Game thì tương đối ổn lâu lâu có chút lag. Nhìn chung thì máy tầm trung như này cũng là tốt rồi.",4
ThỨC,Đánh giá 1 cách khách quan. Đúng là mở khóa vân tay chậm hơn so với cảm ứng bằng phím vật lí nhưng cái đó ko mấy quan trọng. Nhận diện khuôn mặt rất ok. Chơi liên quân ko giật lag. Pin trâu. Mỗi tội loa hơi nhỏ. Mới xài dc mấy ngày thấy hài lòng còn lâu dài thì chưa biết,5
Linh,Lỗi 3g 4g yếu mong tgdd đề xuất về phía samsung cập nhật bản vá lỗi mạng 3g 4g samsung bắt sóng kém nhất trong các hãng điện thoại,3
Ha Thanh Hoai Nam,"Cảm biến vân tay không nhạy . ngoài ra không vấn đề gì, tất cả đều ổn ,tạm hài lòng",4
NguyỄN NhỰT Thanh,"Mọi thứ OK, 4G mượt. Nhưng có vài điểm ko bik bị gì? 1. Camera mặc định 25Mp, ko thể chỉnh lại kích thước khác 2. Gmail ko tự đồng bộ mail dù đã bật chế dịp tự dồng bộ và đồng bộ hóa. Điều này ảnh hưởng rất lớn đến những ai làm việc tương tác mail nhiều như VP, Công sở, cntt, nv,gv..v.v.",4
NhÂM NguyỄN,"Máy chạy chậm, loạn cảm ứng, pin hao nhanh. Mới sd được 25 ngày mà thấy thất vọng.",1
ĐOÀN QuỐC KhẠI,Sóng 4G quá kém trước dùng note 7 game vù vù đỗi wua e này giật lang ko chịu được ko chơi đc lq luôn buồn khóc,2
Vũ Thu HỒNg,Mua sam sung a50 được một tháng. Pin sử dụng được lâu. Loa bị rè k nghe được.,3
TrẦN Thanh PhƯơNg,Rất tốt chơi game nặng như pubg liên quân rất mượt mà ko có hiện tượng giật lag dù chỉ mới mua co 1 tuần pin trâu và chụp hình đẹp ngoại trừ vân tay nếu có 6sao tui cũq cho nũa,5
NguyỄN VĂN TrÌNh,"Tạm ổn , chọn a 50 vì thích Samsung chứ thực sự thấy bình thường , còn về lâu dài chắc chắn vẫn hơn các hãng khác bán ko trượt giá , xài 1 năm là ok",3
Nguyen Chi Nguyen,"Dòng này quá tệ 3g,4g k ra gì.mua được 1 tháng mấy loa trong rè.đôi khi chơi game máy bị đơ.lỗi quá nhiều",1
ÂN,Mới mua em hôm qua máy tốt và rất ngon. Chơi liên quân với pubg là khỏi sợ giật hay lag nhé,5
PhẠM Thanh TuẤN,"Không biết các bạn như thế nào mà cho 1* mua hơn 1 tuần xài cảm thấy rất ok. Cam đẹp pin thì mình xài cả ngày đến tối ngủ vẫn còn 40%, lướt wed, face khỏi chê, xài wifi nên k có hiện tiện lag giật gì hết, chỉ có vân tay không nhạy , các bạn có thể sử dụng face ID... mặt lưng màu trắng phản chiếu ánh sáng như 7 sắc cầu vồng, đáng mua ..",5
VÕ Minh Tỷ,"Trong các dòng Samsung A... thì tôi vẫn ưa nhất dòng máy này! Cực kỳ tốt và đẹp luôn các bác à!!! Không biết máy các ông như nào nhưng máy tôi thì cấu hình đẹp, chạy mượt, dung lượng vừa đủ,... Thích nhất ở đây vẫn là cảm biến vân tay, phải nói là siêu mượt dù cho tay đang ướt vẫn xài tốt! Loại bỏ đi được cái phần vân tay to đùng ở sau mặt lưng nhìn vô cùng thanh mảnh. Pin khỏi bàn đi ha, nó trâu khủng khiếp có lần trời còn 1% pin thôi định đem đi sạc nhưng lại bỏ quên rồi chiều về tưởng may đã tắt nguồn nhưng không vẫn còn 1% mặt dù có khá nhiều cuộc gọi nhỡ và thông báo từ các MXH!!! Nói đi thì cũng phải nói lại... tuy thích vẫn thích nhưng máy vẫn phải nói là còn vài khuyết điểm chắc các bác cũng biết đó là camera giọt nước, các bạn mà hay chụp ảnh sống ảo đăng lên Facebook hay Instagram vv... Đều rất hay sử dụng App các loại! Đối với ai xài các App như WutaCam vv... Chắc chắn sẽ hiểu... Không hề thấy Camera luôn, vừa bật App lên giật cả mình... chỉ thấy quay camera trước còn phần quay camera nằm giữa nên hoàn toàn không thấy và khi quay camera cũng bất tiện. Còn Cam thường nữa! Chụp phong cảnh thì đẹp chuẩn máy ảnh nhưng khi chụp người thì khác... da bệt, nâu, hay bị đốm ảnh vv... Hơi thất vọng, Nhưng phần nào đó cũng kỳ vọng vì máy rất đẹp,sang,xịn... 5 SAO CHO TẤT CẢ!!! Khuyên các bạn học sinh học Đại Học hay các bạn học sinh ưa tìm kiếm các thông tin chi bài học nên chọn máy này, vì Pin máy rất tốt nên các bạn yên tâm mà chuyên sâu lo học !! Các bạn thích chụp cảnh thiên nhiên, thích sống ảo cũng nên chọn máy vì sung lượng lớn chứa được nhiều ảnh và THA HỒ SỐNG ẢO/",5
KhÔI ĐìNh,"Mới Mua Được 3 Ngày , Update Sửa Lỗi Cảm Ứng Cho M20 A50 A70 Rồi , Samsung Galaxy A50 4GB ram 64GB Cấu Hình Mạnh Chơi Game Mượt Không Giật Lag Không Nóng Máy Pin Trâu Màn Hình Đẹp 3 Camera",5
Lu Thai,"Các bạn hãy đánh giá thật lòng...Vân tay sử dụng bình thường do người sử dụng thôi, Pin thì tạm ổn chứ không xuất sắc, Chip 9610 sử dụng mượt mà các tác vụ nên không thể so sánh với Chip chơi game Snap 660 được, nhưng nó cũng cải thiện về game khá ổn nhé, đối với tầm giá thế này là quá tuyệt rồi...Còn về vấn đề mạng khi chơi game là do đường truyền của khu vực có sóng mạnh hay yếu thôi...Hãy là người tiêu dùng thông minh.Thanks🤗🤗🤗",5
Mai Minh ChÍ,"Sài chưa được 2 ngày mà cảm thấy thật sự thất vọng về con a50 này, cấu hình quảng cáo ok mà trải nghiệm thì quá tệ. Vân tay và mạng dữ liệu 4g rất t, gọi zalo = 4g mà cứ như 2g, chỉnh xuống 3g thì lại chạy phà phà, chơi lquan cũng vậy để 4g ko chơi nổi phải chuyển xuống 3g mới chơi được. Thật sự ko hiểu nổi",1
QuỐC HuỳNh,Anh nhân viên rất là nhiệt tình . Máy ok với mức giá tầm trung như này .,5
HỒNg,"Gần một tháng sử dụng thì bàn phím tự động chạy.,loa nghe k được .cảm ứng không được nhạy",2
BÙI ThẮNg,"Thiết kế, hiệu năng, pin tốt mỗi cái vỏ chán quá mới dùng được gần 2 tháng đeo ốp suốt mà vẫn bị chóc sơn sước vỏ.",4
PhẠM ÂN,Sài ngon mà... sao ai cũng nói tệ z... game cũng được... mà loa nghe hơi chói tai... vân tay sử dụng quen rồi thì cũng nhanh.. ko biết quen hay là máy học được,5
NguyỄN PhÚC HƯNg,Sau khi sử dụng 2 tuần mình cảm thấy camera tốt chụp đẹp .pin sử dụng được 1 ngày lun ă .hiêu năng tốt chơi game thì khá mượt nhưng mình không thích cảm biến vân tay không được nhạy nếu vân tay được nâng cấp lên càng tốt. Tóm lại máy rất tốt đối với tôi,5
NguyỄN ThỊ DiỄM ChÂU,Sau 1 tuần sử dụng thì mình thấy mọi thứ đều ổn chỉ có pin thì lúc đầu rất tốt nhưng càng về sau thì tụt hơi nhanh,4
Phan HẢI,"Sau 3 ngày sử dụng có 1 số nhận xét như sau 1- pin k trâu như quảng cáo,tụt pin nhanh 2- mở khóa vân tay chậm, k nhạy và đòi hỏi phải chính điểm 3- màn hình thi thoảng bị đơ, vuốt lên vuốt xuống k dc 4- bắt wifi yếu Được cái xạc nhanh, pin đang 10% cắm xạc vào pjn lên 13% , k hiểu do xạc nhanh hay pin ảo Nếu cho chọn lựa lại thì thà mua iphone 99% còn hơn bỏ tiền mua sp này",2
NguyỄN QuỐC HẢO,Mình Mua Sam Sung Galaxy A50 Đc Vài Tháng Và Không Mấy Hài Lòng Về Sản Phẩm Này Chỉ Cần Tay Ẩm Ra Mồ Hôi Là Cảm Ứng Loạn Lên Thứ 2 Là Xài 1 Lúc 2 Ứng Dụng Thì Đt Tự Rơi Vào Trạng Thái Khởi Động Lại Rất Khó Chịu Hơn Nữa Là Mình Xài 1 Ứng Dụng Khác Thì Gọi Zalo Hay Fb Đều Ko Nghe Tiếng Buộc Chỉ Xài Đc 1 Ứng Dụng micro,1
Thu HỒNg,Dùng điện thoại a50 một tháng Bàn phím loạn k bấm mà tự động chạy Còn lai tạm,2
PhÚC TẤN,Sau gần một tháng sử dụng a50 cho cảm giác rất tuyệt vời. Với đt tầm trung như thế này không có gì bàn cãi. 😁,5
Maihuuloi,Cảm biến vân tay dưới màn hình k ăn thua chạm cả ngày chưa mở đc nữa bó tay thiệt chứ như đồ chơi trẻ em zậy,1
LÊ VĂN LỢI,mình dùng hơn 1 tháng.máy sài rất lỗi.lỗi bàn phím.bấm phím này ra phím khác.chạy 4g mà đứng miết.tự động khỏi động lại máy.lại có cái lỗi đang nghe nhạc mà nghe dt.nghe xong nhạc vẫn chạy mà âm lượng thì k có.,2
ĐInh TrƯờNg NguyÊN Khang,"Mấy sử dụng rất tốt,pin ổn,mượt, cam chụp rất tốt,shop uy tín còn tặng cả csdp. Cảm ơn tgdd",5
NguyỄN Huy PhÚC,"Tôi mua sản phẩm này vào ngày 28/03/2019 cho cậu em sử dụng thay máy cũ bị hỏng, thấy phản hồi rất tốt, đáp ứng đầy đủ các nhu cầu phổ thông từ lướt web, xem phim, game, chụp ảnh. Màn hình nhìn chung đẹp ăn đứt các thiết bị khác trong tầm giá; máy chạy mượt mà, ít nóng, chơi game ít bị giật lag; camera ngon đủ dùng; sóng sánh ổn định. Duy chỉ có điểm loa ngoài để to thì bị hơi chói, chắc tại đang xài Note 9 nghe sang con này mới thấy rõ, còn thằng em nó nghe suốt cũng chưa thấy chê gì. Vấn đề vân tay nhận diện chậm và một số bug phần mềm khác sau thì sau khi cập nhật đã được khắc phục gần như hoàn toàn.",5
HoÀNg VŨ,sau 1 tháng sử dụng cảm nhân của mình máy pin trâu.con chíp 9610 chạy rất là mượt mà.nhân viên tgdd tư vấn nhiệt tình vui vẻ. Mình cho 5sau luôn.,5
ĐOÀN Minh ÁI,"Samsung a50 của mình: -Lỗi nắp lưng sau không khít với camera -khu vực camera sau bên trong máy không chắc chắn cầm vào máy hay đặt xuống là nghe tiếng lạo xạo - phần cảm ứng ở góc dưới bên phải bị liệt. Lúc đc lúc không - loạn cảm ứng bàn phím ảo - Lỗi lớn nhất: máy còn pin, tự sập nguồn và không thể bật lên lại.",3
LỘC,"Mọi trải nghiệm đều ổn, chị nhân viên tên Kim ở TGDĐ 12 Đinh Bộ Lĩnh, Mỹ Tho, Tiền Giang rất ư là nhiệt tình và dễ thương luôn.",5
NguyỄN NhƯ Ý,Mua về dùng dk 3 ngày thấy ổn mà. Đánh liên quân max setting vs cả bật fps cao ổn mà. Nếu bật thêm wuay khoảng khắc thì nó hỏi lag xíu thôi. Combat vẫn ổn. Camera sau khi cập nhật và tối ưu thấy cx ok. Đại khái tầm giá này nv là ổn. Thu âm vs quay video tốt,5
NguyỄN NgỌC HẬU,"Máy mới 2019.phải trãi nghiệm mới biết được.sau 3 lần cập nhật vá lỗi thì a50.đã thật sự khác biệt.mấy bạn phải tự tìm hiểu vào cài đặc thì máy sẽ ổn định.giờ thì vân tay mở trong vòng một nốt nhạc.máy chạy rất mượt,lợi bin.nói chung giá 7tr là quá ổn.kiểu dáng đẹp mắt.sẽ còn nhiều bản vá lỗi nữa.tôi mua ở thế giới di động.nhân viên nhiệt tình và thân thiện.tôi có bo cho nhân viên,nhưng ở đây người ta ko dám nhận vì sợ bị đuổi việc.nói chung nhân viên rất chân thành.thanks.",4
TuyẾN,Bỏ ra 7tr dùng rất ổn.sau 3 lần cập nhật sửa lỗi giờ máy mượt mà hơn nhiều.trước dùng j7 pro đã ngon giờ a50 cũng ổn trong tầm giá.,5
Tuan Anh,"Mình sài nhiều dòng máy rồi , samsung A50 này là tệ nhất ,đánh game liên quân thì bị lad đứng máy hoài , khóa để túi quần thì tự mở khóa , vân tay yhi k ăn , đông mấy A50 tệ wa",1
Anh,"Máy ok với tầm giá, pin trâu, nhân viên vui vẻ nhiệt tình, xài mượt, tóm lại là perfect!",5
ĐàM NgỌC Minh,"Pin trâu, xài mượt, tốt trong tầm giá, nhân viên vui vẻ nhiệt tình.... tóm lại là tuyệt vời..",5
NguyỄN TriỂN,Chạy mạng 3g và wifi rất kém chơi game liên quân lag ko đi đc..cẩm thấy tệ cho hãng samsung a50..tgdd phản hồi về hãng để có bản cập nhật sửa lỗi,1
KhÁNh,Xài từ đợt đầu lúc đặt hàng tới nay cũng mấy tháng rồi mà chẳng thấy hiện tượng pin sụt nhanh hay là camera kém gì cả mà sao thấy thấy mọi người cứ có vẻ như quy chụp thế nhỉ??? Đây là hình mình chụp bằng A50 đây,5
Mai ThỊ ThÙY HƯơNg,"Mình đặt hàng trước và lấy hàng ngày 24/3/2019 đến nay là 2 tháng. Cảm nhận của mình là máy dùng rất OK chơi liên quân và các game khác đều mượt,có hỗ trợ sạc nhanh nên nhanh đầy sạc khoảng 2 tiếng. Nói chung hên xui có lẽ tùy vào từng cái máy nữa mọi người ạ.",5
Phuong,"Lúc đầu vân tay tệ rất là tệ giờ mình mới cập nhật phần mềm lên thì van tay nhanh rat là nhanh,1 số lỗi vặt phần mềm cũng biến mất, xài hon 1 tháng giờ mới thấy xứng đáng",1
TuẤN Đà NẴNg,"Mua được khoản 10 ngày mà đã bị đơ máy, mang ra cửa hàng TGDD xem thì được báo lỗi ""xung đột phần mềm"", mình chả hiểu lắm cái lỗi đấy là gì. Gần đây mới để ý máy sạc lâu pà cố nội, sạc 7-8 tiếng mới tăng lên được 30-40%, sạc qua đêm thì may ra đầy máy. Mang ra TGDD lần 2 được trả lời tỉnh bơ là sạc nhanh bình thường, hỏi có tức không. Thiện cảm dành cho TGDD, ĐMX tan thành mây khói, moi lần mua điện thoại, tủ lạnh, máy giặt, tivi, nồi nêu xong chảo gì cũng ra TGDD, ĐMX vì nghĩ trả tiền cao hơn nơi khác để mua cái dịch vụ tốt. Chắc phải suy nghĩ lại. Chỗ nào cũng rước cục tức thì sao phải trả nhiều tiền hơn.",1
NguyỄN TuẤN Minh,"Nói chung ok Điểm mạnh điểm yếu thì ai cũng biết rồi. Quá trình sài mình gặp 1 lỗi khá khó chịu đó là tự động mỡ khóa màn hình. Máy mình cài đầy đủ bảo mật vân tay, mã pin, mật khẩu, face ID. Cài chế độ khóa màn hình ngay lập tức luôn rồi, vậy mà đôi khi để trong túi quần lại tự mở khóa, màn hình cảm ứng tùm lum, tự gọi điện thoại, bật báo thức,... Màn hình cứ sáng và nóng lên. Ai cũng gặp lỗi y chang cmt phát. Mong ad trả lời",4
Anh ThÁI,"Mình đánh giá sơ qua: máy ảnh không được sắc nét cho lắm, máy tạm ổn so với tầm giá, pin từ khi cập nhật phần mềm pin hết nhanh hơn, với máy tầm trung thì không đòi hỏi gì thêm so với giá tiền,nói chung cũng xài được so với người bình thường, nhân viên xinh đẹp tư vấn nhiệt tình cho 4*",4
Hoang SỸ DŨNg,thấy hài lòng về sản phẩm.m thấy pin ok lắm chỉ có điều vân tay không được nhạy lắm.nhân viên tư vấn rất nhiệt tình,4
TuẤN Anh,"Thấy xài ổn mà , toàn vừa xạc vừa xài , hay cắm 10 20p dc 50% pin xài tiếp , camera cũng oke mà , vân tay ko nhạy lắm ,từ khi dùng nt cho ny toàn bị bơ nên trừ 1 sao tội phong thủy.",4
PhƯơNg,"Thật đáng thất vọng, máy mới mua mà bị loạn cảm ứng ,ứng dụng tự nhảy,vân tay thật tồi tệ chậm như rùa, viền rất dễ bị trầy xước,sạc PIN lâu, camera sau chụp xấu tệ,nói chung máy với giá này thật sự rất rất là không đáng mua 1 tì nào",1
TrẦN TuẤN Anh,"A50 pin 20%sập nguồn.mang ra tgdd nhân viên dùng nguồn điện cao hơn kích lên ngồn.mình hỏi là tại sao thì chỉ đc trả lời là sập nguồn.nếu nó bình thường thì mình mang ra làm gì.do vội đi làm nên mình cũng nhận máy ra về và quên mất cục sạc.sáng nay quay lại hỏi thì bảo để sđt lại bên họ kiểm tra.tôi không hiểu camera của các bạn lắp để làm gì mà từ sáng tới giờ ko thấy trả lời.đt sập nguồn lần 2.chỉ mang ra tiệm gần nhà nhờ họ kích ngồn lên.vì mang vào chỗ các bạn cũng chỉ lằm thế thôi.trời mưa tầm tã phải chạy vào viễn thông a mua cục sạc 300k vì tôi cần đt để liên lạc.trước giờ chỉ mua đồ của tgdd từ điện thoại,tai nghe,pin hay đồ điện tử khác.nhưng từ nay về sau chắc chắn ko bao giờ tôi sử dụng sản phẩm hay dịch vụ của tgdd nữa.các bạn ko chọn chúng tôi thì sao chúng tôi phải chọn các bạn",1
Duongvandam,"Máy dùng cũng được, chê mỗi Bluetooth yếu quá. Có cách nào cải thiện ko nhi",4
Kỳ Nam,"Mình sài được 1 tháng rồi,lúc đầu còn gặp vài lỗi,còn sau khi cập nhật phần mềm lại thì ok hết,máy mượt,camera ổn,pin trâu lắm luôn.",5
CẢNh,Cảm biến vân thì thua những dòng điện thoại rẻ thúi của trung quốc. Dùng vân tay mở khóa thì không khớp mà bỏ vào túi quần là tự mở khóa nhảy lung tung. Toàn bị mở khóa khi bỏ vào túi quần mặc dù đã lâu chùi các kiểu vì sợ còn bám dấu vân tay nhưng khi bỏ vào túi vẫn tự mở khóa. Chịu thua với dòng máy này,1
ThẢO,Mình mới mua góp dc 1 tuần . H bán lại shop dc ko ad . Vân tay chậm . Vs game ít mượt,1
ThÁI,"Đến phần điện thoại=>Quan trọng là mình thích, và do người sử dụng, máy tầm giá tiền này thì đòi hỏi cao làm gì, tiền nào của nấy các bác ạ,",5
TrẦN TuẤN Anh,máy mới dùng đc 1 tháng đa mở ko lên nguồn.thất vọng về tgdd.các bạn nên xem lại chất lượng máy trước khi bán ra.chúng tôi bỏ tiền để mua sản phẩm chứ ko phải mua sự bực mình,1
ThÀNh,Máy suốt ngày đơ đơ loạn ứng dụng tùm lum.. Mặc dù không chơi game.. Bực cả mình,1
TrẦN Sinh,"Mình mua a50 đúng được gần 1 tháng, máy cảm ứng kém. 1 người nửa mua cùng mình cũng bị như vậy. Cảm ứng vân tay quá tồi đặt tay mấy lần mới được. Mình đã trả máy và bị trừ 20%",1
NguyỄN CẨM ThẠCh,Cho mình hỏi a50 màn hình rung ko cảm ứng được tắt đi mở lại .lại dùng bình thường .lỗi do đâu mới mua đk nửa tháng có đổi mới dk ko,3
LÊ TiẾN ThàNh,"dt mua được tầm tháng mà sài vân tay chán quá ,vậy 1 ngón cài 3 lần luôn mak vẩn mở cả chục lần mới nhận diện được .chán",2
HuỲNh HỮU TrẮC,"Mua máy dc hơn 2 tháng Chơi game hay có hiện tượng đứng hình máy. Vân tay lúc dc lúc không, nhận diện khuôn mặt cũng zay. Chụp hình đẹp, sắc nét. Nói chung lại là cần khắc phục lại",4
TrẦN NhƯ Huy,Qtv cho mình hỏi chút mình mới mua máy chưa đk 1tháng 2 hôm nay mình sạc pin tầm 1tiếng thì máy với sạc nóng ran bạn cho mình biết nguyên nhân với cách sử lý đk k bạn.Mong nhận được câu trả lời sớm,3
NguyỄN Duy HiỆP,"Máy mình mua được vài ngày nhưng thấy rất ok, chơi game mượt và còn một đều tôi rất thích đó chính là nhân viên tgdt Giồng Riềng, Kiêng Giang phục phụ rất tốt!",5
NGUYEN VIET PHUONG,"Mua hôm 30/04 nói chung xài ổn cho giải trí, game...camera chụp ám vàng nhiều, chụp lần 3 cam 1 lúc thì hình càng tệ hơn Pin xài thì ok hơn, có điều sạt pin lúc thì nhanh lúc thì chậm (đã tắt hết ứng dụng)",4
LƯơNg,"Sau hơn 1 tháng sử dụng mình có đánh giá: Pin tạm ổn, chơi lqmb ổn, chơi pubgmb thỉnh thoảng có hiện tượng đứng khung hình. Thường bị khởi động lại mà không có nguyên nhân. Bắt wifi, bảo mật vân tay, nhận diện khuôn mặt kém. Còn lại moi thứ đều được.",3
HỒ NguyỄN LÊ NhƯ,"mới xài được 1 tháng theo cảm nhận của tôi là mọi người không nên mua, pin 4000 mà tuột nhanh, hay lag",1
TÍNh,"Sản phẩm tốt, giá cả phải chăng Tôi mới mua A50 4G-64G tại tgdd, muốn nâng cấp lên phiên bản đặc biệt 128G thì thế giới di động có hỗ trợ hok",5
NguyỄN ThỊ BÍCh Nhu,Sản phẩm tốt chụp ảnh đẹp với lại chơi trò ko bị đứng máy rất hài lòng về sản phẩm này,5
HiỀN HẬU,Xài được 2 tháng. Cảm nhận là máy siêu tệ. Nhất là về phần Vân Tay có cũng như không. Máy hay bị đứng phải khởi động lại. Pin 4000 nhưng thực tế vẫn thua Xiaomi redmi note 6 pro chắc do màn hinh sáng hơn. Liên Quân cũng ok. Nói chung thất vọng khi bỏ 7tr để mua. Nếu 7tr mua sp khác chắc chắn ok hơn. Khách quan chứ không dìm nhé.,1
Nguyenvanthien,Mình mới mua được 2 tuần cảm thấy sài rất ok pin trâu .,5
TrẦN ChÂU Phi,"Bắt wifi siêu kém, thua đt cũ xài 2 năm trước, pin 4000 để không vẫn xuống nhanh mặc dù mua được 2 ngày. Cảm thấy khá là thất vọng.",3
CƯờNg,Trò chơi trong game launcher hay bị tự động xóa....Treo trò chơi dùng game tools có hiện tượng lag nhẹ,2
Thuy,"Sản phẩm trong phân khúc tầm trung nên mua. Bạn nào lo lắng về vân tay đặt dưới màn hình thì có thể lên youtube tham khảo cách khắc phục vân tay k nhạy trên a50 nhé. Mình đã test thử nhanh x2 lần ok lắm hii. Nhiều tính năng , giao diện đẹp, vào mạng nhanh, chơi liên quân cũng ok . Cảm thấy k hối hận khi lựa chọn",5
ĐàO VĂN Thao,Mọi thứ trên máy đều ổn ngoại trừ bắt sóng 4g và wifi hơi kém. Mong TGDD phản hồi cho hãng để đưa ra bản vá lỗi nhanh,3
KhÁNh PhƯơNg,"Mới cập nhật phần mềm vá lỗi. Mà mua tới h cả thág mấy rùi, thấy dùng ok hết mà. Chỉ có mau hết pin thui..... 🙂🙂🙂",4
