name,comment,star
NgỌC LÊ,Điện thoại ổn trong tầm giá cảm ứng nhạy không như những gì các bạn ở dưới bình luận chắc là do phiên bản cập nhật đã fix được những lỗi trước đó nên ae cứ yên tâm mua sài thoải mái nhé lúc trước mình cũng sợ lỗi nhưng mua về sài thì rất tốt pin trâu cấu hình chơi liên quân bật max vẫn không lag nhé ae nên mua ram 6gb này sài rất sướng nhé ae,5
LÊ HỒNg QuÂN,Vừa mua a50 128GB được hai hôm mình có nhận xét sau pin trâu khỏi phải bàn chơi game Modern Combat 5 dùng bằng 4G máy chỉ hơi ấm 1 tí vì Mở màn hình bằng vân Tùy mình mới cập nhật phần mềm lên phiên bản mới nhất cũng tạm ổn chụp ảnh rất đẹp tin mình dùng từ sáng đến tối màn hình bật 4h45 phút nhìn vẫn còn 45% màn hình mình vẫn để ở mức 35% Nói chung là đáng đồng tiền bát gạo,5
NguyỄN Duy,"Bản cập nhật của a50 lần này thực sự chán,4g thì k bắt dc toàn xài LTE vs 2g yêu cầu chỉ 4g thì nó tắt luôn sim,bạn nào vừa cập nhật thì nên cài đặt gốc lại",3
LÊ Thanh VŨ,"Quá tệ so với quảng cáo.mạng thì yếu,chụp hình thì nhè,nhanh hết pin.vân tay thì cảm biến lâu chưa nhận.thua",1
TuẤN Anh,Chất lượng phục vụ khách hàng rất tốt. Nhân viên rất nhiệt tình và chu đáo.Nói chung là mình rất hài lòng.,5
Khang,"Sau 1 thời gian sử dụng thì A50 chụp rất sắc bén,cấu hình đủ sức cân game nặng,pin thì trung bình 1,5 ngày,nhận diện khuôn mặt nhanh! Chỉ có 2 điểm trừ là để A50 k xài hay bị tụt pin & vân tay quang học k nhận diện mở máy thôi à.",4
HiẾU,Rất tuyệt vời sử dụng mượt sau khi cập nhập bản báo lỗi dùng mượt ổn định cải thiện tốt chẳng bị j cả có mấy người chê này nọ do k biết dùng hay là người hãng khác vào để dìm sam sung để mất danh hiệu . Tốt cho 5 sao dùng gần 1 tháng chẳng có vấn đề j máy ok mượt,5
Dang Van Sy,Mua 2 tháng về bảo hành 2 lần. Thời gian dem di bao hanh a50 nhjeu hon thoi gian xài luon,1
NguyỄN NgỌC Minh,Mới mua đc 2 tháng. Tự nhiên không nhận cảm ứng nữa. Mấy gọi đến vẫn đc nhưng không mở cảm ứng đc,1
NguyỄN HoÀNg,"Cho 5* từ ngày mua máy hơn 1 tháng bản 6g 128g sau 3 lần cập nhật mở khóa vân tay rất nhạy và gương mặt cũng nhạy luôn... ai mà nói mở khóa kém nhạy, 1 là nhân viên oppo tq cố tình dìm hàng . 2 là người ngu không biết cập nhật máy. Sóng dù nó tuột còn mấy vạch nhưng chưa bao giờ mất sóng . Cấu hình máy chơi pubg HD cực cao khá ổn chưa bao giờ giật lag. Mở HDR cũng khá ok. Pin thì dùng 1 ngày cho cả lươt wweb và xem phim chơi game. Ai đang dùng thì nên kiểm tra bản cập nhật để cập nhật để trãi nghiệm tốt hơn. Đừng vội nghe đánh giá chê bai chỉ pà chiêu thức oppo vs vivo hàng TQ nó dìm thôi sài lâu mới biết đồ Hàn hơn đồ TQ chổ nào nhé các bạn",5
LuyỆN PhẠM,chả biết các đồng chí sao chứ.m mua từ hôm 1/4 mà xài đến h vẫn ngon ơ à )) pin thì để từ lúc 11h đến 6h30 sáng từ 100% > 95-96% đặc thù công việc nên ban ngày bật 4G 24/24 đến chiều còn khoảng 40% m thấy ổn mà mỗi tội hơi bực vì cái vân tay thôi,4
TiẾN,"Máy mới mua đc 1tháng 13 ngày thì máy treo đi kiểm tra thì báo hỏng main, đi bảo hành mất nửa tháng. Hàng chính hãng j mà mới mua đã hỏng.Đổi thì ko đổi đc. Bỏ ra 8tr để mua máy. Phí.Sóng thì yếu, có khi ko nhận đc vạch sóng nào, pin nhanh hết. Tệ, quá tệ. Ko nên mua",1
HuỲNh Minh ĐươNg,Tất cả đều ổn định mỗi có camera thật là quá tệ.Mong samsung có bản cập nhật mới ổn định camera,4
LƯ Minh HÙNg,Tất cả đều OK. Chỉ có cảm biến vân tay cực kỳ tệ. Phải nhấc lên đặt xuống 5 hoặc 6 lần mới nhận. Khởi động máy lại phải mở khóa mới đăng nhập . không là ai gọi khỏi nghe luôn.,4
Cuong Nguyen,"Mấy bạn nên đánh giá đúng lương tâm của mình, trừ những máy thật sự lỗi, còn lại cố tình dìm người ta thì cũng không ngốc đầu lên nổi đâu. Mình mua máy đợt đầu và đến nay gần 2 tháng bản 6gb, chưa từng thấy như các bạn nói, sau 3 lần cập nhật, vân tay rất nhạy, đâu ra 10 lần ko nhận, camera vậy là quá ok, wifi và 4g đều ổn, không có chuyện sóng yếu đến mức ko còn, chơi game cũng không nóng lắm. Còn pin để qua đêm ai nói tuot giảm 20-30% gì đó thì coi lại giùm, Pin minh sai nguyen ngay còn 50%, qua đêm tuot 1-2% la nhiu lắm r, màn hình đẹp và cầm rất dễ chịu...",5
Vinh,Mọi người cân nhắc sản phẩm này nha mình mua đc 7 ngày máy ko chạm nước mà báo ẩm lúc kiểm định báo là chui sạt bị nước vào rỉ có hiện tượng rỉ sét . Đồ điện tử dễ rỉ sét đổ hết lỗi lên đầu khách hàng . Chia tay với samsung sớm cho bớt đau khổ .,1
DƯơNg,"Bàn phím bấm hay nhảy chữ khác, treo máy, mo khóa vân tay thì rất tệ. Chơi game thi nong nữa cái này chắc là bắt chước sony à. Cảm ứng lúc ăn lúc không nữa chứa. Mới mua về là phát hiện liền mà điện máy xanh không cho đổi, đổi thừa mình sử dụng nhiều nên treo máy. Nói xàm thiệt, máy ram 6G rom 128G ma nói do xài nhiều. Nói làm như mình là 2 lúa vậy. Kỹ thuật viên của điện máy xanh kém hiểu biết, lúc bán sản phẩm thì nói ngon lắm đổi trả trong 1 tháng nếu do lỗi sản xuất, tới lúc bị lỗi thì đổ cho người sử dụng. Kém...",1
LÊ SỸ HÙNg,Pin quá tệ Sạc đầy để qua đêm còn 70% Thật sự hối hận khi chọn sản phẩm này Ai xác định mua thì cân nhắc lại nha,2
NguyỄN HiỆU,A50 128G lỗi nhiều quá: . Phần đánh chữ hay chập phím nhảy chữ khác . Wifi căn đét cứ báo lỗi xác thực . Thỉnh thoảng còn có lỗi treo máy đơ ko ấn được gì cả,3
ĐInh LuÂN,"Máy chạy mượt...mở khóa gương mặt,vân tay nhah...",5
Hoang Duong,"Dạ em chào thua anh samsung rồi nha! Pin 4000 mà tệ wa, xem film 2h hết sạch pin. 3g thì chẳng thấy đâu cứ phải ru rú trong nhà xài wifi. 8 chai chứ đâu ít. Ram6g mà...... thua anh rồi samsung ơi.",1
Khang,Hôm nay tròn 1 tháng mua máy. Lúc đầu thì chưa cập nhật vân tay vs bàn phím có chút lỗi. Nhưng tới nay 2 bản cập nhật và bản cập nhật ngày 10.5 này khá mượt vây tay bao nhậy vs mở khóa gương mặt khá nhanh. Ai cập nhật bản ngày 10.5 thấy rõ khỏi phải lo. Camera sf trước có gốc rộng 68 độ cập nhật bổ xung tính năng này đáng đồng tiền nè . Chip thì đời mới 9610 sản xuất tiến trình 10mm tương đối ổn hiệu nâng lẫn pin máy không quá nóng nói chung ok về pin nếu không game liêm tục thì sài khá lâu. Sau 1 tháng nâng cấp 2 lần và thật sự đáng đồng tiền 8tr bỏ ra mua máy. Chẳng cần quan tâm ai cho 1* vì những ng đó họ ngu công nghệ không biết cập nhật máy rồi lên la làng thật buồn cười . Khuyên ai mua máy ra thử ưng là mua tầm 8tr quá ok mọi thứ rồi,5
Tuan,Troi oi cùng một cái sim 3g mà note 8 thi chạy vi vu gắn wa a50 thì thôi thua. Thất vọng wa.,1
ĐIỆP,Nghĩ s mới mua có tuần mấy mà sóng như z nè tr còn làm ăn gì nữa ? Quá tệ. vân tay bấm ko bk màn hình có mòn k chứ cái tay nó mòn dữ lắm mới dô dx đó.... 8tr củng đâu có ít mà s tệ quá,1
NgỌC,"Sử sụng đc vài ngày mình có 1 số đánh giá như sau. Camera chụp ngày thì đẹp,chụp đêm thì tạm. Chiến game liên quân max cấu hình hơi giật, chỉnh thấp xuống thì ok. PUBG thì HD cực cao cũng ok. Cảm biến vân tay với nhận diện khuôn mặt thì không nên dùng. Có cũng như không có, cảm biến thì cài 3 mẫu 1 ngón thì 10 lần hên xui được 1 lần. Nhận diện cũng vậy. Pin 4000 cực kì khủng. Chơi game liên tục 3h chỉ tốn 90%. Vẻ ngoài đẹp nhưng tiếc là bằng nhựa. Bắt sóng tầm 5/10. 4g hay wifi gì cũng vậy. Mua cái máy chỉ ưng mỗi cái tai nghe tặng kèm.",3
Ngan,"Máy mua được 6 ngày, Bàn phím thì không nhạy. Có khi chạm không ăn nhầm gì hết.",3
Khang,Máy đẹp chơi game ok mượt chỉ có vân tay là trung bình pin thì được thôi ko trâu lắm,4
NguyỄN TẤN MẠNh,Điện thoại tốt dùng rất ổn định . Mới mua hôm nay cảm thấy tuyệt vời camera tất cả tốt. Nhân viên tận tình chu đáo rất hài lòng,5
HẬU,Máy đẹp tuyệt vời.rất nhanh nhạy......... Mây rất ngon.................... .......,5
Dana Son,May sài rất ok 👌 chạy nhanh pin thì bình thường không được lâu lắm. Sẽ tiếp tục ủng hộ sam sung 🤗,5
HuỲNh ThiÊN Chinh,"Máy hay nóng dù không xài, tự sập nguồn, bật nguồn lại không lên. Lên tgdd thì đổ thừa khách xài giao diện không thích hợp xung khắc phần mềm, dù mình đã giải thích chỉ thay đổi icon pack của chính Samsung cung cấp. Đổ thừa do app Game Launcher, nói không nên cài cái này, thật tào lao vì máy có sẵn, cuối cùng đổ thừa do chưa cập nhật phiên bản mới Android, rồi ngồi cập nhật xong kêu đem về xài thử xem sao. Mai sẽ đổi trả mua máy khác xài, chấp nhận bỏ 20%.",1
NguyỄN BÙI Thanh HiỀN,"Mình mới mua máy dc 1 tuần. Chơi game ổn có giật nhưng lâu lâu mới giật 1 lần hk đáng kể, pin thì không trâu cho lắm, máy chơi game hay là xem youtobe khoảng 15p là có hiện tượng nóng máy",4
HoÀNg Phi,M mua máy đc 10 ngày. Chơi game rất ok pin khá trâu vs chơi thì máy có cảm giác hơi ấm nhưg ko nóg vs hao pin như mn nói. Bắt sóg vs wifi rất bt. Cập nhật lên pbm cũg chạy ổn ko có lỗi j cả. Camera đẹp. Ai chơi game lq vs freefrie thì cứ mua. Rất ok lun. Về nhân viên thì rấy nhiệt tình vui vẻ. Những phần vân tay nhận diện khuôn mặt m ko sử dụg nên ko pít. Nhưg vs m chơi game nhìu mà pin vs độ mượt ntn là rất ok rùi.,5
Phi,Mìh mua máy đc 8 ngày. Máy chạy rất ok ko như mn nố nhìu lỗi. Mìh nhận xét về phần pin khá trâu. Mìh chơ game liên quân vs free fire pin khá trâu. Camera trước rất đẹp. Máy bắt wifi vs 4g cũg tốt. Có sạc nhanh 2 tiếng đầy 100%. Còn về vân tay nhận diên khuôn mặt tgif mìh ko sài nên ko có ý kiến. Nhân viên thì khổ phải nói nữa hén. Nhiệt tình vui vẻ rất dễ thuơg,5
NguyỄN HoÀNg Huy,Ai mua A50 thì ra trãi nghiệm đừng nghe đánh giá 1.2* trên đây tụi nó là nhân viên Oppo hay vivo chiu trò dìm samsung để mua máy bên nó. Chip 9610 này tiến trình 10mm cùng với 710 và nó mạnh hơn 660 . Tương đối khá mát máy. Chỉ là máy tầm trung sài vậy ok rồi ai muốn đồ họa chip mạnh mua luôn S10 hay XS max đi khỏi bàn ra bàn vào tiền nào của nấy. Còn mấy bạn nói bắt sóng yếu kém mình thấy bình thường chẳng có gì yếu kém đến nổi không gọi được cả. Còn đơ màn hình xin lỗi chưa bị chưa biết sau khi cập nhâtn thì máy không có gì lỗi. Dòng máy tầm trung chỉ 8tr này thương hiệu ss khá ok rồi. Camera khỏi bàn ai biết cách chụp ảnh thì tương đối khá tốt. Vân tay không nhạy không nhanh nhưng mẹo là cài 2-3 cái hoặc mở khóa gương mặt. Kết lại A50 có chip 9610 tiến trình 10mm ít hao pin và mát máy khi chơi game ok. Vẫn chơi pubg hD cực cao hay HDR. Về LQ thì chơi khá mượt nói chung thích. Ra trãi nghiệm đi nghe đánh giá dìm nhau không tốt,5
Nguyen Hoang Phi,Sài tốt máy sử dụng 1 tháng máy ít nóng chụp hình rất tốt Vân tay đúng bị chậm nhưng mẹo là nên cài 2-3 cái hoặc nhận dạng gương mặt khá ok.chip 9610 khỏi bàn rồi chơi pubg bật hdr cũng không lag mà để HD cực cao cũng ổn luôn. Bắt sóng hơi yếu nhưng bắt sóng wifi ổn nói chung sài được . Máy mới mua nên cập nhật lên sửa lỗi.,5
Tuan,Mới mua máy chưa dc 1 tuần sản phẩm hay báo lổi sạc ko sạc nhanh dc. Cảm thấy thất vọng,2
ĐặNg ThẾ TrƯờNg,"Tất cả mọi thứ đều ok. Nhưng có 1 lỗi là khi sạc. Cá nhân mình thì dùng đến khi nào còn 20% là đã sạc rồi. Nhưng mình tính thời gian sạc nó k dc giống nhau, lúc thì sạc chỉ 2 tiếng là đầy, lúc thì cả 6 tiếng mới đầy. Trong khi đó mình đã bật chế độ sạc nhanh?__ cho hỏi lỗi gì vậy",3
NguyỄN ViỆT Anh,"vừa mua được 1 tháng 2 ngày dùng rất giữ máy ko hiểu sao máy báo ẩm mang ra bảo hành thì báo máy phải thay cụm chân sạc, chán",1
BÙI NgỌC SỬU,Mới sài đc 1 tuần thấy CH play ko tải đc game volammobi mình ko hiểu là do lỗi phần mềm hay ko !!! Còn lại dùng bình thường Mong ad giải thích hộ,2
Nguyen Van Thanh,"Thất vọng vô cùng. Bắt sóng điện thoại quá kém, vân tay k nhạy, vỏ nhựa nhìn bình dân, pin tụt nhanh. Chả có gì xứng đáng với 8tr.",1
PhƯơNg Leo,"Hàng tốt chụp ảnh đẹp , chơi pubg vẫn có chút hơi giật , ném với vận tốc cao vẫn ko bị vỡ màn Đề cử cục gạch của năm",5
Vo Minh Tri,"Máy lỗi màng hình bỏ trong túi ko đụng đến tự sáng màn hình tắt chạm màn hình thì vẫn nội vẫn tay, tắt hết 2 cái đó thì còn j nữa, dùng vân tay mở khóa thì ko dc nhạy nhiều khi phải bấm 2 3 lần mới mở dc màn hình.",2
NguyỄN ThỊ NgỌC ĐIỆP,Điện thoại noang như lửa. Pin thì tuột quá nhanh . camera chụp xấu. K nét bằng vivo v15. Biết v mua v15 cho rồi,1
T KhƯơNg,Quá tệ. Tệ ko còn chổ chê. Xài ức chế ko chịu dc. Ko hiểu ss dag lm trò gì. Ra cho nhiều. Chất lượng thua thằng TQ,1
LÊ Trung ĐứC,Máy như ** màn hình đơ ko chơi game dc Cần sửa lổi màn hình Còn mọi thứ đều ổn trừ màn hình,1
Khuong,Máy tệ. Sóng và 3g quá yếu. Hay đơ ko chạy. Micro nc ngta cứ hả hả mãi . Ko hài lòng,1
ĐặNg Quang HÀ,Dùng tốt Mở khóa khuôn mặt nhanh Mỗi tội pin không trâu như mình nghĩ Nói chung cũng vừa phải với giá thành,4
HuỲNh ThỊ MỸ HÀ,"Mình thấy cũng ok mà, cập nhật phần mềm thì vừa sạc vừa cập nhật mới nhanh dc. Giá vậy là ok rồi.",4
LÝ NgỌC GiÀU,"Mới mua về tải cập nhật ứng dụng mãi mà không được Có cứ chạy mãi, 2 tiếng đồng hồ rồi",3
NguyỄN HoÀNg Phi,Nhiều người chê là do họ mờ công nghệ. Sau khi cập nhật lên mọi thứ điều ok. Vân tay thì nên cài 2.3 cái cùng 1 ngón sẽ nhanh hơn . Nhưng cá nhân tôi thích nhận dạng khuôn mặt khá nhanh. Tiền nào của đó mua máy về lâu dài thì nên mua samsung . Còn mua đồ tq tiền nào của đó,5
KhƯơNg ThỊ NgỌC Oanh,Mình dùng được 1 tháng nhìn chung tốt trong tầm giá. Vân tay chọn lưu 3 mã một ngón nhạy hẳn.ủng hộ samsung.,5
Kiet,Cảm biến vân tay quá tệ vậy cũng gọi là bảo mật cao dc không hiểu sao lun ak,1
LÊ QuỐC ThẮNg,"Máy chạy rất tốt rất đáng để mua, vân tay hơi kém nhưng khuyến khích 5s,nhân viên phục vụ nhiệt tình chu đáo",5
NguyỄN HỒNg ThƠM,Mình dùng được gần 1 tháng. Bản 6g .Máy lỗi nhiều nhất là cái mạng 4g sóng quá tệ và chập chờn. Mua về mang đi đổi xong bảo hành xong cập nhật cách kiểu mà vẫn vậy. Quá thất vọng cho sãn phẩm này của samsung. Mình quyết định mất 15% để đổi hãng khác với cùng mức giá để có những trải nghiệm tốt hơn. Anh em lưu ý đọc nhận xét của mọi người đóng góp để mua sản phẩm này.,1
ĐặNg ĐìNh Trung,"Máy dùng quá chán chưa được 1 tháng màn hình đơ,cấu hình xấu quá to,loa bị hiện tượng rè,chụp anh xấu,bắt mạng cũng hơi kém",1
NguyỄN MẠNh HÙNg,"t mới mua và dùng bản 128g,thiết kế,màn hình,hiệu năng,camera,thời lượng pin nhìn chung là ok so với mức giá 8tr ,nó đáp ứng được tất cả các nhu cầu mà t dùng hằng ngày,ko phải là 1smartphone hoàn hảo nhưng samsung đã làm ra nó thật tuyệt vời!!!!!!!!",5
NguyỄN TrƯờNg Giang,"Không biết như nào nhưng máy em hình như màn hình hơi ám vàng, hôm 11 lấy máy đã thấy vàng nhưng vội quá nên không so sánh đc với máy khác, cộng thêm cả trước đó em dùng con Huawei nova 3i so sánh thì pin A50 rõ trâu hơn nhưng lại tụt nhanh hơn. Các tác vụ thì trước tới giờ em vẫn dùng vậy không khác gì. Vậy em có được đổi trả máy khác không ạ. Em mua ở ĐMX",5
LÊ HoÀNg ThiÊN,"Mình mua chưa được 1 tháng mà cảm giác màn hình cảm ứng không nhạy cho lắm!!! Rồi độ nhạy Vân tay 100 lần chắc được 2 lần ok sạc nhanh , độ bắt sóng kém!!! Nhận diện khuôn mặt cũng không ok lắm chậm quá có khi không được luôn, 🙅🙅🙅🙅phải mở bằng mật khẩu không, chịu thua luôn, giờ cảm giác hối hận khi lựa chọn mua samsum 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬",1
NguyỄN ThÀNh HƯNg,"Tôi mua máy đã được 20 ngày và cảm nhận như sau: - Sạc nhanh nhưng pin cũng rất trâu. Dùng nhiều, zalo, mes nhưng pin khá tốt máy không bị nóng - Màn hình đẹp và hiển thị rất tốt. - Nhận diện khuôn mặt tôi chấm 90 điểm. Khá nhanh. Vào ban đêm cũng oke lun nhé. Đây là nhận diện hình ảnh nên nếu tóc tai bạn bù xù không giống lần đầu thì nhận hơi lâu... Của IP là nhận diện giác mạc của mắt. - Vân tay quang học thì tương đối. Bạn giữ đúng vị trí 1s là mở được. Mẹo là nên cài đặt 3 vân tay cùng 1 ngón hihi - Camera sau: quá đẹp lun, nhất là góc rộng nếu bạn chụp phong cảnh, chân dung thì tương đối - Cam trước tuyệt vời. 25MP thì khỏi chê có chế độ Auto AI làm đẹp ý. Rất thích hợp để selfi nhé . - Về độ nhạy phần mềm thì ổn định. Ra vào rất nhanh. - Load Wifi tốt =》Kết luận là: Đáng mua.",5
NÔNg HỮU ThỰ,Tôi mua phiên bản độc quyền ở TGDĐ dùng được 20 ngày lúc đầu chạy mượt. Sau khi cập nhật phần mềm mới về. Máy xem youtobe bị giật. Chơi game nhẹ cũng bị giật. Tôi muốn đổi máy khác kô dùng samsung nữa thì phải làm những thủ tục gì. Máy trả góp 4 tháng,4
PhƯơNg,"Mới mua khoảng 10 ngày. Nhận xét chung là màn hình Super Amoled đẹp. Tuy màu đỏ hiển thị hơi chói chóị k đc tự nhiên lắm. pin cầm, nếu để chế độ đêm, độ sáng 30-40% lướt fb, youtube, zalo, dt bằng wifi thì gần 2 ngày mới sạc pin quá tuyệt rồi. Nếu bạn nào xài ít thì còn lâu hơn nữa. Tuy nhiên mình chưa test vs 4G nên chưa biết ra sao. Còn về loa thì ở mức tạm tạm đc. Về máy ảnh thì đánh giá thế này: camera góc rộng chất lượng k mấy gì tốt méo hình hơi nhiều, camera chính 25MP tuy nhiên chất lượng mình đánh giá chưa đạt, có hiện tượng phủ sương, có thể do ống kính k đạt độ trong suốt hay sao ý, nó chói sáng ngay cả ở trong nhà có nhiều cửa sổ. Nhược điểm này các bạn có thể khâc phục bằng cách hạ EV xuống 1 bậc trước khi chụp. Cảm biến vân tay thì đôi khi cài đặt hoàn tất, tắt màn hình bât đầu thử đủ các kiểu nó vẫn k nhận ra, phải vào trong xóa đi rồi cài lại mới ok. Còn về giao diện OneUI sao nó ăn RAM hơi bị nhiều, tắt hết ứng dụng ngầm vẫn k cải thiện nhiều, bởi vậy chọn bản 6G RAM là hợp lí. Samsung đã cải tiến con Exynos lần này hiệu năng khá tốt, vào ứng dụng khá mượt,...còn rất nhiều tính năng các bạn phải trải nghiệm nửa mới biết rõ. Qua những phần vừa nêu trên, đánh giá tổng thể nếu bạn nào có nhu cầu game, video cần màn hình lớn, chất lượng hình ảnh tốt vs pin cầm, hiệu năng tốt thì nên mua khỏi phải chần chừ. Điều cuối cùng 5 sao mình đánh giá trên k phải cho samsung A50 mà là đánh giá cho các bạn nhân viên TGDĐ có thái độ phục vụ khách hàng tận tình, vui vẻ, lịch sự.",5
Kim,"Nói chung tính năng về cơ bản ổn. Pin khá ok. Mỗi tội mình thấy màu không thật. Khi màn hình hiện màu đỏ hoặc hồng cứ rợ rợ, không bằng con J7 Prime cũ trước dùng. Hơi buồn 1 tí. Hic",3
NguyỄN ChÍ BÌNh,"Cảm ứng ko đc chính xác, đôi lúc bị bỏ ký tự khi nhập, vân tay tệ, quét mấy lần mới vô, Camera góc rộng chất lượng ko được tốt, ảnh bị nhòe ... Camera tự sướng tốt..",4
NguyỄN HoÀNg Phi,"Máy mới mua chưa cập nhật còn chậm. Sau khi cập nhật lên rồi rất mượt, vân tay nhạy hơn, mở khóa khuôn mặt cực tốt và chip 9610 này hơn s660 nhiều. Chiến game pubg hay lg setting cực cao không giựt lag quá ổn ram 6g đa nhiệm khá ok hợp giá tiền cùng phân khúc nên mua ngon bỏ rẻ đt thương hiệu",5
NguyỄN ĐăNg Phi,"Sản phẩm cũng ổn ,vân tay ko nhạy cho lắm , nói chung cũng ổn so với tầm giá",4
Tahnh Dat,Xài gần 1 tháng. soạn văn bản thì bấm chữ này nhảy qua chữ kia không nhạy bằng iphone. wifi thì khi không dùng đến đt nữa đóng màng hình thì 1 thời gian sau wifi tự động tắc muốn xài wifi lại thì phải mở lên. đã đem ra TGDD kiểm tra chạy lại phần mềm cũng không hết. dự định ra doi mày mới,1
Jonhny Nguyen,"Mới cập nhập phiên bản vá lỗi, ok mượt khỏi chê luôn. Hy vọng sẽ có thêm bản cập nhập mới nữa để chỉnh sữa một số lỗi khác, nói chung là rất hài lòng.😋😋😋😋😋😋",5
Trung,"Nhiều ứng dụng hay lúc đầu hơi khó chịu về vân tay nhưng sau đó thì ổn(kiên trì mới chơi được phần này), pin ổn, máy cũng không nóng lắm, nv phục vụ chu đáo, khuyến khích",5
NguyỄN Thanh BÌNh,Mình mới trải nghiệm mấy hôm nhưng mình soi được 1 số lỗi như sau: Vân tay rất tệ vừa cài thì dùng ok nhưng sau 2.3h thì lại không nhận ra vân tay. Bắt sóng đt + wifi đúng kém luôn. Thua xa con j7 prime mình dùng. Lâu lâu màn hình bị tối lại rồi giật giật. Tắt đi mở lại mới bình thường.... K biết máy mình bị lỗi hay tất cả đều bị như vậy,1
HoÀI,"Máy tôi bị lỗi màn hình lâu lâu bị nhấp nháy liên tục, rất khó chịu. Làm sao để khi ra thế giới di động xác định được lỗi này? Mong admin trả lời câu hỏi của tôi",3
Huy,"Xài chưa được 1 tháng. Ram 6G nhưng chạy khá tốn ram (dao động 1G6 trống), pun sụt nhanh để qua đêm từ 0h đến 6h tụt 35%, máy mau nóng xem video chừng 15p nóng kinh, vân tay cũng k nhạy lắm.",3
NguyỄN,Ok. Nv tgdd bình sơn quảng ngãi phục vụ tận tình. Chu đáo. Máy a50 ok. Chạy mượt..chưa thấy lỗi j,5
ĐặNg ĐìNh Trung,Chán lắm màn hình chơi game ko mượt mang tiếng ram 6g nhiều lúc cảm biến vân tay ức chế.màn hình cảm ứng cung hpoi khó chịu vuốt mãi ko dk,2
VĂN ĐồNg,chơi gem một lúc nóng màn hình là có hiện tượng đơ cứng màn ko điều khiển được.,3
HoÀNg HiẾU,"Nhiều lúc cay về vân tay thôi, chứ còn lại là ok. Pin trâu ra phết, còn mở khóa gương mặt cũng ổn",4
ĐÀO LƯơNg ThẾ Vinh,Vân tay rất nhạy làm lần thứ hai nhanh ko châm như các bạn nói. khuôn mặt rất nhanh pin cũng ok nhiều tính năng mới và hay,4
TÂM NguyỄN,sài được 10 hôm cảm thấy điện thoại rất tốt pin xài được lâu xem youtube chơi game không nóng máy mấy,4
HuỲNh Sang,Pin cũng tạm không lag kết nối wifi tốt chỉ có điều cảm biến vân tay chưa nhạy lắm. Suy cho cùng thì với mức giá này thì đây cũng được xem khá là ok,5
Duy NgÀ,"Trước giờ k thích sài samsung vì pin tuột rất khủng khiếp vì đã từng sử dụng. Lần này thử tin vào một lần xem sao thì kết quả sau sử dụng 10 ngày thấy rất tốt. Do nhu cầu của công việc sử dụng nhóm chat nhiều và chụp hình thường xuyên nhưng cả ngày sài k hết pin. Máy chạy mượt và nhanh. Mức giá hợp lý. K làm mất tin. Hợp lý, chịu.",5
TÙNg,"Mới mua về trải nghiệm, thấy cũng đc chứ không đến nỗi tệ lắm, chỉ chán tai nghe đi kèm quá trường",4
NgÔ TrÂM,"Pin tạm ổn , lâu lâu hàng hình tự nhiên tối thui , cảm biến hay bị đơ khi chơi game .",3
TuẤN,"Mới dùng 1 ngày đổi từ oppo F 9 qua , khá thất vọng về ss A 50 , pin nhanh hết , mạng chập chờn , vân tay ko nhạy, cầm đt ko chắc tay ... Chỉ được cái thương hiệu, quá thất vọng ..thua xa oppo f9 , hối hận khi đổi qua a50",2
TrẦN ĐứC HiẾU,"Mọi thứ đều tuyệt vời. Pin trâu, cam nét, vân tay ổn. Nói chung là rất tốt so với tầm giá. Bạn nào kêu ca về vân tay thì nên cài đặt lại nhé, cố gắng để máy quét đc hết toàn bộ vân ngón tay bạn cần đặt.",5
VÕ Long TriỀU,"Ai nói A50 cảm biến vân tay ko nhạy thì nên coi lại. Mình mua về vân tay rất ok . mới lấy về vân tay cũng như mn nói rất khó, sao khi để ngón tay set lại thì mở rất nhạy ! NV cửa tgdd dễ thương, nhiệt tình , cho 5* luôn !",5
NguyỄN ĐăNg Khoa,Ok sản phẩm tốt pin được có điều chơi máy bị nóng vân tay ok màn hình sắc nét đẹp,4
HuỲNh,"Dành cho máy bạn bảo vân tay kém.khi cài đặt vân tay sinh trắc học, các bạn đừng ấn mạnh tay. Nhẹ nhàng đặt lên cho máy quét. Vân tay sẽ nhận tốt hơn nhiều.mik đã thử và thấy sp dùng rất tốt.",5
